origin_dist,gene_length,replichore
850881,416,1
851444,563,1
851961,740,0
852503,950,1
852806,584,0
853247,731,1
853760,479,0
854034,707,1
854236,1418,0
854626,497,1
855693,926,0
856097,1394,1
856656,455,0
857289,704,0
857687,1154,1
857994,251,1
858008,530,0
858206,215,1
858473,131,1
858612,2429,0
860458,1976,1
861044,206,0
861237,2534,0
861335,731,1
862391,920,1
863355,758,1
863991,2243,0
865624,1991,1
866285,797,0
866381,443,1
867082,890,0
867797,1388,1
867969,1982,0
869089,1277,1
869986,1280,0
870051,965,1
870582,509,1
871292,713,1
871491,1421,0
871941,677,1
872612,677,1
872994,344,0
873307,707,1
873385,623,0
873886,578,1
874046,800,0
874340,431,1
874758,101,1
874839,698,0
875621,1517,0
875731,1019,1
876944,1163,1
877162,188,0
877268,1424,0
878238,1079,1
878847,1157,0
879456,860,1
880093,386,0
880230,635,1
880794,824,0
881063,740,1
881649,2672,0
882126,896,1
883601,1478,1
884383,794,0
884410,785,1
885177,221,0
885416,995,1
885545,725,0
886222,287,0
886528,851,0
887526,725,0
887553,2144,1
887677,131,1
888542,557,0
888650,893,1
889022,230,1
889191,1196,0
889737,659,1
890573,761,0
891224,1232,1
891347,857,0
891512,59,1
891832,229,1
892216,1352,0
892607,602,1
893182,329,1
893319,188,1
893598,2432,0
893928,578,1
895279,1325,1
896152,485,0
896454,1178,1
896641,1025,0
897679,1202,1
897771,455,0
898230,788,0
899018,1148,0
899220,1094,1
899633,389,1
900163,596,0
900796,3482,0
902625,2873,1
903635,743,1
904291,959,0
905131,1439,1
905349,2141,0
905481,311,1
906304,659,1
907480,980,1
907547,389,0
907989,266,1
908001,1298,0
908377,407,1
908938,521,1
909348,254,0
909595,200,0
909946,896,1
909961,545,0
910503,422,0
910681,710,1
910939,710,0
911656,251,0
911899,980,0
912420,1733,1
913083,823,0
913609,1098,1
913960,1718,0
915136,1517,1
915727,548,1
915790,707,0
915975,125,1
916494,404,0
917016,815,0
917425,1448,1
917606,134,1
917871,653,0
918517,1031,0
919736,572,0
919780,1919,1
920268,488,1
921671,1367,1
923026,1319,1
924441,1400,1
926113,803,0
926913,914,0
927476,2870,1
928068,800,0
928252,779,1
928946,770,0
929631,1328,1
929764,1358,0
931194,755,0
931983,722,0
932702,467,0
932732,3098,1
933234,731,0
933632,578,1
934505,770,1
934505,785,0
935427,479,0
935916,914,0
936178,1625,1
936874,482,0
937151,932,1
937380,1352,0
938584,1385,1
938743,3464,0
939848,1211,1
941102,1196,1
942286,1412,0
942350,1190,1
943703,743,0
944443,2765,0
944604,1778,1
945123,479,1
945998,878,1
947217,761,0
947983,1331,0
948306,2297,1
948724,191,1
949317,524,0
949476,755,1
949838,1280,0
951143,1082,0
951472,1652,1
951969,365,1
952189,1850,0
952543,513,1
953198,665,1
953468,260,1
954043,413,0
954237,767,1
954463,1475,0
954976,730,1
955365,392,1
955719,293,1
955989,224,0
956221,431,1
956248,500,0
956976,497,1
957445,518,0
957661,713,1
957915,240,1
957996,137,0
958173,2141,0
958266,331,1
958997,734,1
959593,580,1
959807,272,1
960241,431,1
960390,4061,0
961084,446,1
961545,442,1
961621,188,1
961906,218,1
963450,1376,1
963761,179,1
964276,491,1
964411,437,0
964955,59,0
964991,490,1
965198,377,0
965609,269,1
965719,1136,0
965725,80,1
966240,482,1
966897,770,0
967042,809,1
967821,473,0
968007,632,1
968337,2444,0
969696,1229,1
971021,578,0
971132,1181,1
971805,767,0
972255,836,1
972543,740,0
973046,761,1
973439,278,0
973720,260,0
974190,748,0
974779,1418,1
974995,356,0
975344,278,0
975600,692,1
975727,1739,0
976522,935,1
977411,785,0
977906,1262,1
978267,1055,0
978944,1031,1
979319,452,0
979806,263,0
979990,1166,0
981153,614,0
981689,2159,1
981824,1457,0
982875,1193,1
983542,458,0
983947,1040,1
984092,1244,0
984273,218,1
985124,713,1
985394,401,0
985834,1055,0
985882,689,1
987097,530,1
987177,1103,0
988292,1253,0
989356,2246,1
989794,315,0
990382,875,1
991062,539,0
991183,794,1
991838,470,1
992392,563,1
992796,407,1
993104,323,1
993704,1162,0
995272,665,0
995954,275,0
996359,410,0
996485,3368,1
996771,338,0
997435,212,0
997644,362,0
998025,1028,0
999142,203,0
999360,1832,0
999549,2888,1
1001224,713,0
1002019,1334,0
1003084,3542,1
1003585,410,0
1003974,956,0
1004910,1826,1
1004940,2198,0
1006303,1331,1
1007135,956,0
1007788,1253,1
1008088,689,0
1008682,548,1
1008957,125,0
1009195,614,0
1009883,179,0
1010057,329,0
1010123,1376,1
1010551,428,1
1010699,710,0
1011091,536,1
1011378,1643,0
1012151,1079,1
1013011,2525,0
1013875,1760,1
1014355,404,1
1014857,422,1
1015562,668,0
1016268,1418,1
1016288,587,0
1016950,590,0
1017884,1610,1
1018074,179,0
1018315,227,0
1018577,140,0
1018717,263,0
1019034,231,0
1019343,101,0
1019918,89,0
1020560,4253,0
1021209,3332,1
1022480,1214,1
1023109,551,1
1023713,602,1
1024934,890,0
1026242,2507,1
1026387,590,0
1026989,236,0
1027103,536,1
1027334,1325,0
1027944,851,1
1028885,854,0
1030269,719,0
1030432,2486,1
1030999,1427,0
1032419,695,0
1033069,212,0
1033089,2645,1
1033188,197,0
1033360,665,0
1033771,491,1
1034238,1670,0
1035481,1652,1
1035922,1472,0
1036159,665,1
1037408,587,0
1037493,1337,1
1037912,215,0
1038124,2033,0
1039049,1538,1
1039608,500,1
1040527,185,0
1040730,120,1
1041032,1088,0
1041844,1097,1
1042162,932,0
1042727,806,1
1043186,497,0
1043221,443,1
1043760,233,0
1043941,605,0
1044426,1205,1
1044586,863,0
1044845,227,1
1045439,1547,0
1046113,917,1
1046527,395,1
1046986,1418,0
1047620,1100,1
1048395,731,1
1048547,950,0
1048875,422,1
1049507,1382,0
1050295,1418,1
1051158,440,0
1051849,986,0
1052179,1775,1
1052884,1484,0
1053528,1316,1
1054361,971,0
1054722,647,1
1055329,956,0
1055898,1148,1
1056372,1049,0
1056708,755,1
1057664,815,0
1058187,1367,1
1058891,245,0
1059153,671,0
1059534,1289,1
1059971,275,0
1060344,1586,0
1061455,1364,1
1062169,890,0
1062415,848,1
1063028,545,1
1063104,1169,0
1063979,329,1
1064307,1451,0
1064761,782,1
1065228,449,1
1065798,1886,0
1067015,1352,1
1067832,221,0
1068045,980,0
1068357,1340,1
1069287,1259,0
1069718,1340,1
1070536,1283,0
1071859,899,0
1072706,2756,1
1072868,659,0
1073558,470,0
1074034,1181,0
1074064,1301,1
1075318,611,0
1075995,1253,0
1076346,2234,1
1076672,248,1
1077007,335,1
1077300,3074,0
1077869,791,1
1079734,1637,1
1080361,86,0
1080497,1082,0
1081120,1298,1
1081538,362,1
1081656,947,0
1082509,935,1
1082680,1664,0
1083095,602,1
1083939,671,1
1084346,944,0
1085308,866,0
1086184,809,0
1086990,950,0
1087705,1478,1
1087937,1013,0
1089009,1277,1
1089126,1211,0
1090113,785,1
1090439,539,0
1091203,833,0
1091637,1454,1
1092129,1109,0
1093068,1337,1
1093273,275,0
1093735,773,0
1093825,779,1
1094510,581,0
1094682,860,1
1095069,1196,0
1095405,575,1
1095682,260,1
1096275,671,0
1096944,1271,1
1097384,179,0
1097387,365,1
1097562,962,0
1098537,767,0
1099301,827,0
1099502,1799,1
1100125,851,0
1101082,974,0
1101214,1712,1
1102022,734,1
1102246,248,0
1102439,152,1
1102579,2978,0
1105332,2699,1
1105645,623,0
1106269,1157,0
1106992,1568,1
1107525,536,1
1107564,194,0
1107592,110,1
1107778,1220,0
1108592,1055,1
1109011,1094,0
1109349,746,1
1109981,650,1
1110164,308,0
1110600,344,0
1110901,923,1
1110968,1094,0
1111191,293,1
1112140,203,0
1112525,260,0
1112886,1415,0
1113471,1037,1
1114420,320,0
1114631,908,1
1114842,1115,0
1115974,809,0
1116060,1427,1
1116665,605,1
1116903,458,0
1117038,323,1
1117543,311,1
1117544,524,0
1118118,191,0
1118272,710,1
1118340,197,0
1118567,677,0
1118751,479,1
1119316,284,0
1119704,182,0
1119797,1049,1
1119808,281,0
1120247,911,0
1120539,761,1
1121159,626,1
1121283,908,0
1122334,1184,0
1122438,1139,1
1123493,992,1
1123644,3143,0
1124021,407,1
1124761,593,1
1126188,1427,1
1126435,236,1
1126784,1202,0
1127838,1364,1
1128176,689,0
1128703,776,1
1128923,1295,0
1129346,638,1
1130605,1262,1
1130625,1319,0
1131510,908,1
1132020,1373,0
1132473,767,1
1133180,656,1
1133552,1814,0
1135371,581,0
1135847,2561,1
1136045,1070,0
1136487,353,1
1137171,1127,0
1138321,332,0
1138602,2078,1
1138681,1847,0
1139686,1010,1
1140539,971,0
1140804,1121,1
1141076,272,1
1141639,347,0
1141939,872,1
1142163,884,0
1142293,350,1
1142966,461,1
1143190,308,1
1143346,539,0
1143702,611,1
1144036,449,0
1144489,1103,0
1145525,1826,1
1145681,470,0
1146171,419,0
1146451,923,1
1146668,977,0
1147623,518,0
1148178,1709,1
1148195,974,0
1148730,542,1
1149349,1862,0
1149497,767,1
1149904,410,1
1150367,470,1
1151165,755,1
1151236,899,0
1151655,419,1
1152135,242,0
1152583,1448,0
1153193,1424,1
1154085,590,0
1154638,911,0
1154659,1457,1
1155717,491,0
1155929,1010,1
1156336,1364,0
1156605,527,1
1158108,935,0
1159010,2252,1
1159099,542,0
1159625,311,0
1160121,890,0
1160369,1133,1
1161023,329,0
1161352,614,0
1161805,1439,1
1161956,1991,0
1163506,1514,1
1163969,947,0
1164468,965,1
1165234,773,1
1165376,1475,0
1165660,359,1
1166544,779,1
1166895,677,0
1166919,371,1
1167778,317,0
1167889,959,1
1168029,263,0
1168439,1298,0
1168449,563,1
1169790,1085,1
1169983,623,0
1170432,497,1
1170732,1274,0
1171573,1061,1
1172194,2354,0
1172316,500,1
1174757,272,0
1175074,2630,1
1175221,1871,0
1175494,185,1
1177243,371,0
1177653,566,1
1177708,398,0
1178078,428,1
1178158,695,0
1178918,1700,0
1179707,1556,1
1180372,515,1
1180718,818,0
1181689,458,0
1181974,1538,1
1182177,1772,0
1183163,1172,1
1183820,530,1
1183942,1781,0
1184246,335,1
1184973,737,1
1185904,338,0
1186272,1286,0
1186281,1184,1
1187564,992,1
1187607,860,0
1188685,572,0
1188685,1064,1
1189288,389,0
1189880,1202,1
1189978,353,0
1190373,1550,0
1191194,959,1
1192087,470,0
1192673,551,0
1193348,2144,1
1193395,218,0
1193639,374,0
1193731,410,1
1193973,245,1
1194550,329,1
1194559,3149,0
1195046,344,1
1195532,449,1
1196604,404,1
1197175,524,1
1197484,299,1
1197731,1193,0
1197825,158,1
1198358,449,1
1199021,662,1
1199066,647,0
1199644,191,0
1199841,3362,0
1200442,1400,1
1202033,1280,1
1203415,161,0
1203495,1448,1
1203590,527,0
1204187,377,0
1204542,107,0
1204717,551,0
1204786,1268,1
1205397,1931,0
1205783,977,1
1207126,1007,1
1207381,329,0
1207710,605,0
1208425,1874,0
1208454,1162,1
1210324,1718,1
1210345,218,0
1210480,644,0
1211360,962,0
1212074,1748,1
1212319,959,0
1212561,416,1
1213430,1304,0
1213829,1229,1
1214867,1676,0
1215346,1193,1
1216528,1127,1
1216781,1220,0
1217544,1019,1
1218037,185,0
1218177,629,1
1218219,1652,0
1218543,242,1
1219085,509,1
1219389,296,1
1219848,341,1
1219908,479,0
1220149,233,1
1220376,227,1
1220403,278,0
1220591,794,0
1221230,857,1
1221523,341,0
1221978,2504,0
1223641,2414,1
1223983,188,1
1224227,233,1
1224561,260,1
1224744,932,0
1225221,611,1
1225679,1292,0
1226209,698,1
1227002,97,0
1227096,407,0
1227252,1034,1
1227504,458,0
1227959,917,0
1229018,1766,1
1229022,677,0
1229686,779,0
1229994,833,1
1230528,854,0
1231069,1058,1
1231443,809,0
1231723,650,1
1232242,626,0
1232283,464,1
1232486,203,1
1232705,215,1
1232836,686,0
1233198,512,1
1233519,2414,0
1233577,377,1
1234002,428,1
1234529,452,1
1234968,446,1
1235615,578,1
1235971,359,1
1236363,4289,0
1236866,908,1
1237464,605,1
1238963,1502,1
1239346,386,1
1239761,443,1
1240255,491,1
1240692,368,0
1240852,566,1
1241060,710,0
1241751,491,0
1242167,1172,1
1242692,515,1
1242763,364,0
1243049,302,1
1243183,119,1
1243243,1094,0
1244406,926,0
1245562,482,0
1246122,815,0
1246253,3077,1
1246735,485,1
1247027,1781,0
1247832,1100,1
1248141,218,1
1248821,776,0
1249318,773,1
1249697,878,0
1250486,482,1
1250745,1454,0
1251094,476,1
1251374,290,1
1251777,341,1
1252259,1361,0
1253587,1661,1
1253677,1301,0
1254551,878,1
1254677,164,1
1255000,1145,0
1255264,590,1
1255904,605,1
1256274,785,0
1257070,1235,0
1257313,1286,1
1258125,791,1
1258327,1049,0
1259653,1361,1
1259693,1667,0
1260038,248,1
1260605,548,1
1261370,1259,0
1261403,767,1
1261792,347,1
1262351,482,1
1262640,815,0
1263452,893,0
1263593,1226,1
1264101,518,1
1264482,1067,0
1264616,365,1
1265546,509,0
1265896,1070,1
1265988,154,0
1266173,722,0
1266898,494,0
1267028,1121,1
1267566,1385,0
1268231,1160,1
1268822,341,1
1268987,521,0
1269063,206,1
1269616,212,0
1269830,737,1
1269830,866,0
1270945,980,1
1271177,542,0
1271673,731,1
1271939,692,0
1272662,2608,0
1274376,2573,1
1275283,1007,0
1276301,515,0
1276819,632,0
1277727,95,0
1277816,761,0
1278634,212,0
1278760,890,0
1279651,2972,0
1282610,2237,0
1285116,1136,0
1286451,332,0
1286729,197,0
1287217,161,0
1287504,260,0
1287797,4517,0
1288573,113,1
1289471,803,1
1289853,1298,1
1290173,323,1
1290307,836,1
1290414,203,1
1290855,242,1
1291564,677,1
1291574,1355,1
1292334,461,0
1292823,1901,0
1292842,1199,1
1292997,188,1
1293430,389,1
1294088,440,1
1294348,2660,1
1294945,205,0
1295078,698,1
1295461,1448,0
1295533,404,1
1295566,419,1
1295733,158,1
1295783,203,1
1296184,182,1
1296810,1037,1
1296899,683,0
1297057,864,1
1297547,689,1
1297629,155,0
1297739,1382,0
1298235,383,1
1298878,587,1
1299145,332,0
1299493,1223,0
1299862,881,1
1300728,3143,0
1301405,1334,1
1302274,737,1
1303881,1622,1
1303973,1376,0
1304864,575,1
1305417,1247,0
1305547,650,1
1306503,956,1
1306772,653,0
1306979,479,1
1307519,368,0
1307952,248,0
1308266,1118,0
1308976,1799,1
1309399,161,0
1309588,269,0
1309826,152,0
1309966,974,1
1310295,278,1
1310329,152,0
1310603,620,0
1310919,680,1
1311398,2240,0
1311821,905,1
1312561,728,1
1313304,731,1
1313631,275,0
1313684,380,1
1313881,1202,0
1313918,128,1
1314107,164,1
1314184,80,1
1314638,260,1
1315086,218,0
1315301,3881,0
1315542,848,1
1316386,635,1
1316947,536,1
1318500,1556,1
1318743,140,1
1319398,1133,0
1320528,815,0
1321340,992,0
1322329,1004,0
1322645,3887,1
1323444,1250,0
1324648,1427,1
1324698,956,0
1325526,713,1
1325843,1175,0
1326850,1334,1
1327028,1610,0
1327249,338,1
1328484,1190,1
1328652,857,0
1329509,746,0
1330065,1253,1
1330258,413,0
1330852,2105,0
1331322,1193,1
1333139,197,0
1333346,1088,0
1334543,1160,0
1334721,3281,1
1335704,629,0
1335801,983,1
1336306,1220,0
1337335,1511,1
1337673,902,0
1338358,998,1
1338784,746,0
1339485,1061,1
1339902,563,0
1340369,872,1
1340404,191,0
1340594,1565,0
1340839,422,1
1342138,1202,1
1342280,428,0
1342929,1238,0
1342960,812,1
1343277,320,1
1343795,518,1
1344171,188,0
1344398,410,0
1344796,185,0
1345038,806,0
1345153,1361,1
1345958,1463,0
1346179,890,1
1347472,878,0
1347478,1139,1
1348325,551,0
1348750,1280,1
1348880,1532,0
1349795,854,1
1350423,908,0
1350743,803,1
1351328,296,0
1351599,737,1
1351639,1058,0
1352388,488,1
1353077,1658,0
1353714,1214,1
1354128,386,1
1354468,323,1
1354704,680,0
1355079,515,1
1355425,1385,0
1356794,119,0
1356946,1850,1
1357283,335,1
1357399,560,0
1357495,200,1
1358134,209,0
1358398,383,0
1358874,788,0
1358956,1283,1
1359791,203,0
1359874,776,1
1360095,965,0
1361159,113,0
1361212,845,1
1361269,953,0
1362280,149,0
1362481,641,0
1363223,263,0
1363597,1211,0
1364947,1088,0
1366046,1112,0
1366380,4961,1
1367161,1901,0
1368693,2312,1
1369093,467,0
1369273,431,1
1369564,317,0
1370141,611,0
1370577,1154,1
1370776,641,0
1371419,1031,0
1371875,1013,1
1372450,581,0
1373020,1118,1
1373046,2582,0
1374405,1274,1
1375043,620,1
1375863,482,0
1376232,1178,1
1376415,977,0
1377556,707,0
1377822,1472,1
1378106,215,1
1378260,1427,0
1379473,1370,1
1379697,554,0
1380352,707,0
1381056,1451,0
1381101,1466,1
1382567,1670,0
1382747,1577,1
1383379,539,1
1383913,518,1
1384162,146,1
1384321,935,0
1384415,191,1
1384585,152,1
1385374,725,0
1386099,674,0
1386773,740,0
1387010,2243,1
1387683,908,0
1388590,1541,1
1389046,1877,0
1390661,2066,1
1391001,1538,0
1391470,638,1
1392507,1037,1
1392564,878,0
1392711,185,1
1393458,626,1
1393532,467,0
1393996,1040,0
1394833,1289,1
1395189,1424,0
1395629,746,1
1396126,359,1
1396759,1175,0
1397610,1463,1
1398836,194,0
1398884,1061,1
1399146,224,1
1399173,1664,0
1399769,731,1
1400923,149,0
1401094,752,0
1401803,2012,1
1401894,1220,0
1402246,413,1
1402997,758,1
1403123,1148,0
1403533,539,1
1404331,800,0
1405258,1715,1
1405464,1946,0
1406828,1580,1
1407483,650,1
1407613,1664,0
1408603,1108,1
1408725,110,1
1409280,185,0
1409689,947,1
1409723,1406,0
1411091,1391,1
1411179,326,0
1411589,446,0
1411717,671,1
1412028,86,0
1412324,530,0
1412334,617,1
1412994,293,0
1413057,470,1
1413427,764,0
1413629,572,1
1414376,545,0
1414653,878,1
1414947,1640,0
1415704,1034,1
1416630,713,1
1416643,1319,0
1417012,227,1
1417410,398,1
1417959,2198,0
1418420,863,1
1420450,2015,1
1420551,134,0
1420847,677,0
1421222,698,1
1421521,2684,0
1421532,200,1
1422687,1127,1
1423047,356,1
1423487,59,1
1423672,185,1
1424198,572,0
1424779,2048,0
1426699,3113,1
1426850,1673,0
1428523,89,0
1428563,1700,1
1428925,206,0
1429374,4193,0
1430748,1979,1
1431391,575,1
1432560,1043,1
1433567,326,0
1434098,2870,0
1434659,2003,1
1435629,950,1
1435880,254,1
1436965,569,0
1437760,254,0
1438140,1418,0
1438197,2279,1
1438825,335,1
1439317,479,1
1439555,1418,0
1439993,701,1
1440793,803,1
1441015,1481,0
1441806,1016,1
1442138,293,1
1442532,287,1
1442767,743,0
1443533,656,0
1443947,1403,1
1444183,932,0
1444794,836,1
1445105,734,0
1445875,791,0
1445971,1187,1
1446663,1046,0
1447314,1226,1
1447861,1061,0
1448714,1403,1
1448919,731,0
1449665,2450,0
1450087,1361,1
1450995,887,1
1451664,659,1
1452175,566,0
1452177,500,1
1453132,1283,0
1453275,1052,1
1454180,899,1
1454403,185,0
1454852,239,0
1455053,869,1
1455124,389,0
1455507,347,0
1455692,425,1
1455854,1766,0
1456128,449,1
1456764,575,1
1457636,716,0
1457759,899,1
1458553,2801,0
1459121,1304,1
1460550,1424,1
1461369,1217,0
1461450,896,1
1462471,857,1
1462680,1166,0
1463391,791,1
1463846,869,0
1464565,1016,1
1464819,722,0
1465398,833,1
1465650,1976,0
1466273,875,1
1467360,1097,1
1467644,2633,0
1468405,911,1
1468776,368,1
1469732,851,1
1470283,509,1
1470302,227,0
1471124,1568,0
1472051,1727,1
1472353,257,1
1472708,1139,0
1473708,971,1
1473862,113,0
1473975,293,0
1474418,404,0
1474654,761,1
1474819,692,0
1475515,428,0
1475870,986,1
1476008,1265,0
1477406,1292,0
1477956,2015,1
1478176,218,1
1478733,521,0
1479171,998,1
1479264,791,0
1480187,926,1
1480519,341,1
1481624,1043,0
1482705,719,0
1482866,1415,1
1483310,392,1
1483421,941,0
1483656,344,1
1484476,380,0
1484951,113,0
1485172,1052,0
1486382,752,0
1486480,2189,1
1487339,1040,0
1487732,1202,1
1488373,1148,0
1489306,1238,1
1489525,1046,0
1489773,326,1
1490581,1016,0
1491144,1256,1
1491858,1472,0
1492313,965,1
1492858,326,1
1493398,788,0
1494127,1247,1
1494315,149,0
1494400,209,0
1494631,773,0
1495227,1085,1
1495404,689,0
1496096,1058,0
1496264,1037,1
1497155,818,0
1498128,995,0
1498784,2495,1
1499164,953,0
1499644,857,1
1500301,1052,0
1500391,734,1
1501429,1433,0
1502103,1697,1
1503045,2261,0
1503718,1238,1
1503854,71,1
1505130,920,1
1505540,1283,0
1505725,242,1
1506077,275,1
1506958,1070,0
1507005,632,1
1508006,218,0
1508264,167,0
1508364,185,0
1508604,251,0
1508746,530,0
1508768,1250,1
1509487,221,0
1509807,281,0
1510099,191,0
1510263,182,0
1510442,680,0
1510516,1694,1
1511119,785,0
1511530,944,1
1511910,296,0
1512282,206,0
1512749,1145,1
1513086,755,0
1513880,230,0
1514180,539,0
1514716,1019,0
1515732,701,0
1516398,3593,1
1516430,302,0
1516800,332,0
1517017,614,1
1517388,1526,0
1518596,1163,1
1519026,239,0
1519584,509,0
1520134,1538,1
1520190,101,0
1520288,455,0
1520743,170,0
1520906,290,0
1521193,362,0
1521552,140,0
1521570,1328,1
1521778,383,0
1521818,230,1
1522350,1082,0
1523044,995,1
1524021,215,0
1524236,497,0
1524494,1442,1
1524730,437,0
1525373,521,0
1525615,914,1
1526034,164,0
1526244,425,0
1526711,233,0
1526934,1247,1
1527050,143,0
1527333,545,0
1527853,1925,0
1528458,932,1
1528726,170,1
1529507,755,1
1529724,104,1
1529775,206,0
1529978,1601,0
1530747,1058,1
1531560,1319,0
1532454,1340,1
1532741,251,1
1532889,332,0
1533110,284,1
1533277,1025,0
1534344,395,0
1534600,1310,1
1534751,353,0
1535116,578,0
1535691,395,0
1536094,740,0
1536744,2144,1
1536850,422,0
1537254,434,0
1537432,485,1
1537681,2561,0
1538670,563,1
1540239,329,0
1540568,698,0
1541272,266,0
1541394,2642,1
1541504,512,0
1541914,671,0
1542166,752,1
1542646,3497,0
1542691,509,1
1543176,488,1
1543712,539,1
1544568,854,1
1545192,551,1
1546214,599,0
1546290,932,1
1546878,2837,0
1547410,1085,1
1548238,824,1
1549047,809,1
1549595,548,1
1549718,533,0
1549907,278,1
1550164,216,1
1550280,527,0
1550811,962,0
1551136,980,1
1551878,326,0
1552278,1331,0
1553313,2006,1
1554261,179,0
1554355,476,0
1554692,1220,1
1554890,1289,0
1555043,221,1
1556163,1178,1
1556266,1040,0
1557155,995,1
1557303,1154,0
1558390,1136,1
1558444,755,0
1559192,677,0
1559469,1013,1
1560281,812,1
1560448,2021,0
1561023,659,1
1562093,914,1
1562661,908,0
1563431,1268,1
1563966,989,0
1564083,662,1
1564830,488,1
1564977,512,0
1565492,485,0
1565970,245,0
1566217,452,0
1566384,1517,1
1566806,704,0
1567048,569,1
1567712,647,0
1568096,782,1
1568429,713,0
1569099,782,1
1569178,956,0
1569875,686,1
1570134,1241,0
1570588,716,1
1571369,773,1
1571372,761,0
1572266,410,0
1572468,902,1
1572638,1106,0
1573409,893,1
1573755,1133,0
1573792,362,1
1574496,647,1
1574881,1736,0
1575276,644,1
1575883,554,1
1576483,542,1
1576610,998,0
1577608,671,0
1578036,1520,1
1578508,1364,0
1579942,209,0
1580143,980,0
1580370,2144,1
1581383,482,0
1581647,1202,1
1581792,194,0
1581985,2150,0
1582440,455,1
1583017,494,1
1583678,650,1
1584163,962,0
1585266,1085,0
1585597,1832,1
1586255,599,1
1586580,260,0
1587105,266,0
1587445,677,0
1587556,1217,1
1588164,2282,0
1588236,254,1
1589414,938,1
1590488,443,1
1590710,404,0
1591165,1007,0
1591166,662,1
1592169,2225,0
1593062,1790,1
1593565,500,1
1594511,722,0
1594899,1337,1
1595230,659,0
1596028,746,0
1596701,191,0
1596820,293,0
1597178,503,0
1597678,2726,1
1597916,71,0
1597980,887,0
1598652,977,1
1599209,542,1
1599220,515,0
1599775,554,1
1599784,1583,0
1600074,302,1
1601639,128,0
1601912,1841,1
1601953,467,0
1602417,1118,0
1603594,920,0
1603605,1529,1
1604733,1592,0
1605069,1457,1
1605639,503,1
1606115,373,1
1606258,193,1
1606337,275,0
1606604,980,0
1607845,1265,0
1607980,1220,1
1609085,917,1
1609262,815,0
1609611,461,1
1609971,305,1
1610223,2432,0
1611345,1295,1
1612661,899,0
1613104,1670,1
1613691,662,0
1613859,758,1
1614429,749,0
1614731,857,1
1615178,1235,0
1615693,962,1
1616617,965,0
1617045,1355,1
1617421,266,1
1617569,1871,0
1617801,386,1
1618136,335,1
1619460,1538,0
1619785,1652,1
1620675,890,1
1621016,920,0
1621939,911,0
1622654,1982,1
1623028,2348,0
1623622,968,1
1624765,1139,1
1625384,1328,0
1625675,602,1
1626139,425,1
1626759,1325,0
1626960,542,1
1628262,1202,1
1628297,383,0
1628787,470,1
1628791,1115,0
1629730,902,1
1629903,626,0
1630775,1202,0
1631114,1190,1
1632024,758,0
1632370,1259,1
1632840,596,0
1633721,1232,0
1633988,1628,1
1634994,284,0
1635364,815,0
1635619,1358,1
1636179,1208,0
1636700,1076,1
1636948,206,1
1637083,83,1
1637471,536,0
1637813,650,1
1638112,1052,0
1638121,254,1
1639243,371,0
1639251,1130,1
1639586,1079,0
1640693,1064,0
1641625,2285,1
1641786,566,0
1641803,179,1
1642498,203,0
1642766,509,0
1643283,200,0
1643447,341,0
1643856,233,0
